Category,Project Name,Project Link,Creator
Mixed Media,The Anti-National Portrait Gallery,https://www.kickstarter.com/projects/1921743722/the-anti-national-portrait-gallery,Simon Jay
Illustration,GLOBAL COUTURE: Celebrating cultural diversity,https://www.kickstarter.com/projects/257881970/global-couture,Araki Koman
Illustration,Name Doodles - Custom Colouring Page Art Commissions,https://www.kickstarter.com/projects/mike-emery/name-doodles-custom-colouring-page-art-commissions,Mike Emery
Illustration,I Want To Draw A Tree,https://www.kickstarter.com/projects/danielcarpenter/i-want-to-draw-a-tree,Daniel Carpenter
Performance Art,Edinburgh Escapades; Vrashka & The Spielpalast do the Fringe,https://www.kickstarter.com/projects/423411414/edinburgh-escapades-vrashka-and-the-spielpalast-do,nicole seligsun
Painting,I Will Paint You A Postcard! Any Character Or Tattoo Design,https://www.kickstarter.com/projects/360944510/i-will-paint-you-a-postcard-any-character-or-tatto,Aidan Rouse
Illustration,Stacie Swift Illustration : Trade Show Success 2013!,https://www.kickstarter.com/projects/1527575096/stacie-swift-illustration-trade-show-success-2013,Stacie Swift
Mixed Media,Caught Memories,https://www.kickstarter.com/projects/papajka/caught-memories,Olga Tjukova
Digital Art,Bryn's Portrait Project - season three,https://www.kickstarter.com/projects/bryngjones/bryns-portrait-project-season-three,Bryn G Jones
Digital Art,Retro Gaming Scotland Posters,https://www.kickstarter.com/projects/rcadeglasgow/retro-gaming-scotland-posters,R-CADE
Illustration,Tea is for winners - Hard enamel pins,https://www.kickstarter.com/projects/innaboxdesign/tea-is-for-winners-hard-enamel-pins,Nicola Box
Art,DAME kigurumi project,https://www.kickstarter.com/projects/1954074735/dame-kigurumi-project,Emily
Performance Art,Log In or Come In,https://www.kickstarter.com/projects/1495326553/log-in-or-come-in,MAKE IT HAPPEN GROUP.
Digital Art,Bryn's Portrait Commissions,https://www.kickstarter.com/projects/bryngjones/bryns-portrait-commissions,Bryn G Jones
Public Art,Starman Exhibition,https://www.kickstarter.com/projects/827044064/starman-exhibition,V
Painting,Looking for Georgia: Painting Georgia O'Keeffe Country,https://www.kickstarter.com/projects/1167598944/looking-for-georgia-painting-georgia-okeeffe-count,Lydia Bauman
Illustration,Art Cards - Beautiful Postcards and Greetings Cards,https://www.kickstarter.com/projects/1820385553/art-cards-beautiful-postcards-and-greetings-cards,Sarah Mason
Video Art,'On Tape' Documentary,https://www.kickstarter.com/projects/257481524/on-tape-documentary,Emily Bates - Fox
Sculpture,18th Century Sikh Warrior Statue - Garja Singh,https://www.kickstarter.com/projects/610818206/statue-of-18th-century-sikh-warrior-garja-singh,Taran3D
Art,Lydia in England - Summer Studying Abroad,https://www.kickstarter.com/projects/1287040757/lydia-in-england-summer-studying-abroad,Lydia H. Stucki (deleted)
Art,PowerPlays,https://www.kickstarter.com/projects/rachelknoll/powerplays,Rachel Knoll
Video Art,Ridlaa - Mars Attacks Music Video Showcase & Performance,https://www.kickstarter.com/projects/ridlaa/ridlaa-mars-attacks-showcase,Tom Tyrrell
Illustration,"Out of the Box Cards - intelligent, playful cards for girls",https://www.kickstarter.com/projects/outoftheboxcards/out-of-the-box-cards-intelligent-playful-cards-for,Out of the Box Cards
Conceptual Art,The Ghost residency,https://www.kickstarter.com/projects/1581708650/the-ghost-residency,Jasper Dawson Clough
Digital Art,Flamingo in a puddle,https://www.kickstarter.com/projects/rockdesigns/flamingo-in-a-puddle,Rebecca
Art,Tetrahedron,https://www.kickstarter.com/projects/82301410/tetrahedron,Georgina Terry
Illustration,Enamel Cat Pins - Artist Series,https://www.kickstarter.com/projects/thecatkiss/artits-cat-pins-hockney-and-kusama,Nia Gould
Public Art,CONSEQUENCES - art exhibition in London,https://www.kickstarter.com/projects/405520431/consequences-art-exhibition-in-london,Alessia DP
Painting,"""Painting Hydra""-Island Character and Light in Watercolours.",https://www.kickstarter.com/projects/1960569152/painting-hydra-island-character-and-light-in-water,Steve Pleydell-Pearce
Sculpture,151 Clay Pokemon,https://www.kickstarter.com/projects/phraxdust/151-clay-pokemon,Phraxdust
Art,I Scream Factory exhibition x Hoxton Gallery,https://www.kickstarter.com/projects/736073024/i-scream-factory-exhibition-x-hoxton-gallery,Alexandra Plesner
Mixed Media,Exhibition at Brick Lane for talented artist Peter Burton,https://www.kickstarter.com/projects/1882371544/exhibition-for-talented-artist-peter-burton,Tina Burton
Public Art,The Marie Celestial,https://www.kickstarter.com/projects/714020266/the-marie-celestial,Ruby SoHo & Juliet Webb
Mixed Media,HOMONOMAD,https://www.kickstarter.com/projects/982010748/homonomad,Sean Koo
Illustration,Nature and Occult inspired art prints,https://www.kickstarter.com/projects/aheather/nature-and-occult-inspired-art-prints,Amy Heather
Art,BOUNDARIES 0.1,https://www.kickstarter.com/projects/delvesintohollis/boundaries-01,DelvesintoHollis
Art,Electrikid Cosplay Calendar!,https://www.kickstarter.com/projects/1583216753/electrikid-cosplay-calendar,Leo AKA Electrikid
Illustration,Cool Clients Needed,https://www.kickstarter.com/projects/929154144/cool-clients-needed,dale
Mixed Media,Unique ink paintings inspired by beautiful horizons,https://www.kickstarter.com/projects/1529084529/unique-ink-paintings-inspired-by-beautiful-horizon,Rebecca Burford
Sculpture,18th Century Sikh Warrior Statue - Garja Singh,https://www.kickstarter.com/projects/610818206/statue-of-18th-century-sikh-warrior-garja-singh,Taran3D
Art,PowerPlays,https://www.kickstarter.com/projects/rachelknoll/powerplays,Rachel Knoll
Art,Lydia in England - Summer Studying Abroad,https://www.kickstarter.com/projects/1287040757/lydia-in-england-summer-studying-abroad,Lydia H. Stucki (deleted)
Digital Art,The Mercury Theatre,https://www.kickstarter.com/projects/643344838/the-mercury-theatre,Elsa Philippe
Conceptual Art,Quasi; an Art Exhibition,https://www.kickstarter.com/projects/1186617270/quasi-an-art-exhibition,Aisha Eveleigh
Art,CSM Fine Art Degree Show 2016,https://www.kickstarter.com/projects/118657726/csm-fine-art-degree-show-2016,CSMbafa16
Performance Art,"BRITISH INTERVENTION PRESENTS: 'Peace, Love & Solidarity!'",https://www.kickstarter.com/projects/1604368648/british-intervention-presents-peace-love-and-solid,British Intervention
Public Art,The Wall of Answered Prayer - UK National Landmark,https://www.kickstarter.com/projects/thewall2020/the-wall-of-answered-prayer-uk-national-landmark,Richard Gamble
Art,The 8 Show,https://www.kickstarter.com/projects/247679046/the-8-show,The 8 Show
Illustration,Illustrated Mystical Greeting Cards!,https://www.kickstarter.com/projects/1869638916/illustrated-mystical-greeting-cards,Amy Tong
Art,arena-lumi-lumi-arena / sand-snow-snow-sand,https://www.kickstarter.com/projects/1774676042/arena-lumi-lumi-arena-sand-snow-snow-sand,Carlos Reyes Florez
Art,Blue Flatfish,https://www.kickstarter.com/projects/1365003241/adventurous-commuting-experience,emily badescu
Public Art,The Birmingham Bullrider - A Poppet of Epic Proportions,https://www.kickstarter.com/projects/1024354774/the-birmingham-bullrider-a-poppet-of-epic-proporti,Vicky Roden
Art,700 women book,https://www.kickstarter.com/projects/1922931030/700-women-book,sarah filmer
Illustration,"Beach Treasures Zine- Exploration, Painting & Creative Play!",https://www.kickstarter.com/projects/clare-thompson/beach-treasures-zine-exploration-painting-and-crea,Clare Thompson
Illustration,Pet Portraits by Craig - Pencil Drawing Commissions,https://www.kickstarter.com/projects/1747448232/pet-portraits-by-craig-pencil-drawing-commissions,Craig O'Reilly
Ceramics,Retro Gaming Mugs,https://www.kickstarter.com/projects/rcadeglasgow/retro-gaming-mugs,R-CADE
Art,Portrait Enamel Pins of Mass Effect Characters,https://www.kickstarter.com/projects/sartizan/portrait-enamel-pins-of-mass-effect-characters,Sabrina Nelson
Illustration,Best Fur MaMa Hard enamel pin,https://www.kickstarter.com/projects/thelittlepinco/best-fur-mama-hard-enamel-pin,The Little Pin Co.
Digital Art,Bespoke Pet Portraits – Michael Gardner Design,https://www.kickstarter.com/projects/untamedart/bespoke-pet-portraits-michael-gardner-design,Michael Gardner
Performance Art,SHAMANIC... Live,https://www.kickstarter.com/projects/1477572252/shamanic-live,Martin Metcalfe
Illustration,Theme Park Collection - Roller Coaster Acrylic Pins!,https://www.kickstarter.com/projects/josephfells/theme-park-collection-roller-coaster-acrylic-pins,Joseph Fells
Illustration,Customised Original Watercolour Portrait Painting,https://www.kickstarter.com/projects/artandtea/customised-original-watercolour-portrait-painting,Bobo Sun
Illustration,A Horrid Little Newspaper - Satirical Scale-Model Daily Mail,https://www.kickstarter.com/projects/darrencullen/a-horrid-little-newspaper-satirical-scale-model-da,Darren Cullen
Illustration,Bark Mage; Retro Gaming RPG Inspired Cute Pun Enamel Pin,https://www.kickstarter.com/projects/sophmog/bark-mage-retro-gaming-rpg-inspired-cute-pun-ename,Sophie Heywood
Illustration,Necrocolorcon Colouring Book,https://www.kickstarter.com/projects/1005151588/necrocolorcon-colouring-book,ZombieDollar Creative
Sculpture,Amare Dolls - Talaya: A Fantasy Ball Joint Doll,https://www.kickstarter.com/projects/1215723733/amare-dolls-talaya-a-fantasy-ball-joint-doll,Jade Love
Illustration,This is NOT a Calendar,https://www.kickstarter.com/projects/adamstockbridge/this-is-not-a-calendar,Adam Stockbridge
Art,Compass Festival 2018,https://www.kickstarter.com/projects/1992069355/compass-festival-2018,Compass Festival
Textiles,Cosmic Cowboy,https://www.kickstarter.com/projects/marcodrago/cosmic-cowboy,Marco Drago
Public Art,ArtCube - The world needs more creativity!,https://www.kickstarter.com/projects/1673808661/artcube-be-smart-take-part-make-art,Melissa Sueren
Sculpture,Field to Fork by Jacky Oliver,https://www.kickstarter.com/projects/jackyoliver/fork-to-field-by-jacky-oliver,Jacky Oliver
Illustration,Owl Anatomy Glow in the Dark Hard Enamel Pin,https://www.kickstarter.com/projects/serpentsforge/owl-anatomy-glow-in-the-dark-hard-enamel-pin,Serpent's Forge
Illustration,Acornville High Street Stationery Set!,https://www.kickstarter.com/projects/lilyinspace/acornville-high-street-stationery-set,Lily Clarke
Illustration,Magical Wooden Christmas Tree Charms,https://www.kickstarter.com/projects/loveamberlily/magical-wooden-christmas-tree-charms,Amber
Illustration,Save The Whales Enamel Pins / 1-Hit Wonder / Darwin Designs,https://www.kickstarter.com/projects/darwindesigns/save-the-whales-enamel-pins-1-hit-wonder,Alexandra Jones
Performance Art,Invisible Cabaret: a Variety Show about Mental Health,https://www.kickstarter.com/projects/invisiblecabaret/invisible-cabaret-a-variety-show-about-mental-heal,Invisible Cabaret
Art,༄†hë Zhøuyi Oråçle: box set illuminating the Book of Changes,https://www.kickstarter.com/projects/shenpen/zhuyi-oracle-tiny-ed-of-cameraless-photos-w-glass,Shenpen Chökyi (Shen)
Digital Art,Portraits of the Future,https://www.kickstarter.com/projects/bonniekatewolf/portraits-of-the-future,Bonnie Kate Wolf
Illustration,Becoming Visionary mini: a prototype handmade I Ching deck,https://www.kickstarter.com/projects/shenpen/becoming-visionary-mini-a-prototype-handmade-i-chi,Shenpen Chökyi (Shen)
Art,"Rainbow Ribcage, Skull, & Rose, enamel pins by Clorty Cat",https://www.kickstarter.com/projects/clortycat/rainbow-ribcage-skull-and-rose-enamel-pins-by-clor,Shannon Laing
Painting,MANDALAS | A Printing Studio to Bring my Work into the World,https://www.kickstarter.com/projects/juliacondon/mandalas-a-printing-studio-to-bring-my-work-into-t,Julia Condon
Illustration,Theme Park Collection - Roller Coaster Acrylic Pins!,https://www.kickstarter.com/projects/josephfells/theme-park-collection-roller-coaster-acrylic-pins,Joseph Fells
Sculpture,Amare Dolls - Talaya: A Fantasy Ball Joint Doll,https://www.kickstarter.com/projects/1215723733/amare-dolls-talaya-a-fantasy-ball-joint-doll,Jade Love
Illustration,This is NOT a Calendar,https://www.kickstarter.com/projects/adamstockbridge/this-is-not-a-calendar,Adam Stockbridge
Illustration,Necrocolorcon Colouring Book,https://www.kickstarter.com/projects/1005151588/necrocolorcon-colouring-book,ZombieDollar Creative
Illustration,Customised Original Watercolour Portrait Painting,https://www.kickstarter.com/projects/artandtea/customised-original-watercolour-portrait-painting,Bobo Sun
Illustration,A Horrid Little Newspaper - Satirical Scale-Model Daily Mail,https://www.kickstarter.com/projects/darrencullen/a-horrid-little-newspaper-satirical-scale-model-da,Darren Cullen
Art,The Orkney Boat: For the Journey and Return,https://www.kickstarter.com/projects/299477163/the-orkney-boat-for-the-journey-and-return,Beatrice Searle
Art,Renovation of a studio space,https://www.kickstarter.com/projects/wildwordsforsouls/renovation-of-a-studio-space,Lucy
Art,BOUNDARIES 0.1,https://www.kickstarter.com/projects/delvesintohollis/boundaries-01,DelvesintoHollis
Illustration,MORE Kingston Graduate Show,https://www.kickstarter.com/projects/389284405/more-kingston-graduate-show,MORE
Painting,IAN DURY 'More Than Fair' art exhibition,https://www.kickstarter.com/projects/1996276438/ian-dury-more-than-fair-art-exhibition,Jemima Dury
Illustration,Nature and Occult inspired art prints,https://www.kickstarter.com/projects/aheather/nature-and-occult-inspired-art-prints,Amy Heather
Illustration,Make 100 Mini Meditations,https://www.kickstarter.com/projects/artemitsa/make-100-mini-meditations,Sarah Burnett-Moore
Art,Degree Show Is Coming,https://www.kickstarter.com/projects/degreeshowiscoming/degree-show-is-coming,Juliana Dorso
Mixed Media,The CASS Textiles at New Designers 2014,https://www.kickstarter.com/projects/1388329700/the-cass-textiles-at-new-designers-2014,The CASS Textile Designers
Painting,An Exhibition of Painting 'MATTER101013',https://www.kickstarter.com/projects/1209031067/an-exhibition-of-painting-matter101013,Sara Twomey
Art,'Witch Dance' A Performance,https://www.kickstarter.com/projects/1952095964/witch-dance-a-performance,Donna Huddleston
Art,arena-lumi-lumi-arena / sand-snow-snow-sand,https://www.kickstarter.com/projects/1774676042/arena-lumi-lumi-arena-sand-snow-snow-sand,Carlos Reyes Florez
Ceramics,Retro Gaming Mugs,https://www.kickstarter.com/projects/rcadeglasgow/retro-gaming-mugs,R-CADE
Performance Art,SHAMANIC... Live,https://www.kickstarter.com/projects/1477572252/shamanic-live,Martin Metcalfe
Illustration,CREATURES OF THE SCREEN! Enamel Pin set,https://www.kickstarter.com/projects/geekylittlemonkey/creatures-of-the-screen-enamel-pin-set,Geeky Little Monkey
Performance Art,The Pierrot Studio,https://www.kickstarter.com/projects/453623214/the-pierrot-studio,The Pierrot Project
Painting,Bernard Rangel New Artist Fair 4th to 6th Sept. 2015 LONDON,https://www.kickstarter.com/projects/1988785756/bernard-rangel-new-artist-fair-4th-to-6th-sept-201,Bernard Rangel
Performance Art,The Smallness Inside The Bigness,https://www.kickstarter.com/projects/128262275/the-smallness-inside-the-bigness,Degenerate Space
Art,All You Can Eat // Glasgow School of Art Graduate Show,https://www.kickstarter.com/projects/730661086/all-you-can-eat-glasgow-school-of-art-graduate-sho,GSA Painting & Printmaking 2015
Art,Our Artifice,https://www.kickstarter.com/projects/2066638049/our-artifice,East Wing Biennial
Sculpture,Cute Little Resin Toy! (Dink),https://www.kickstarter.com/projects/208241715/cute-little-resin-toy-dink,Just-Art
Public Art,The Genetic Conservation Garden,https://www.kickstarter.com/projects/1044715637/the-genetic-conservation-garden,Tessa and Caitlin McLaughlin
Art,GSA Assembly - Communication Design Degree Show 2015,https://www.kickstarter.com/projects/1142393637/gsa-assembly-communication-design-2015,Communication Design 2015
Performance Art,Split Second Productions go to Edinburgh Fringe,https://www.kickstarter.com/projects/731029192/split-second-productions-go-to-edinburgh-fringe,Jessica Alade
Art,Spring Fling Going National!,https://www.kickstarter.com/projects/308013317/spring-fling-going-national,Spring Fling
Public Art,Garden of Earden,https://www.kickstarter.com/projects/952038944/garden-of-earden,Reading University Art Students
Art,Goldsmiths MFA Degree Show 2013,https://www.kickstarter.com/projects/goldmfa2013/goldsmiths-mfa-degree-show-2013,Goldsmiths MFA 2013
Mixed Media,Exhibition at Brick Lane for talented artist Peter Burton,https://www.kickstarter.com/projects/1882371544/exhibition-for-talented-artist-peter-burton,Tina Burton
Public Art,CONSEQUENCES - art exhibition in London,https://www.kickstarter.com/projects/405520431/consequences-art-exhibition-in-london,Alessia DP
Painting,"""Painting Hydra""-Island Character and Light in Watercolours.",https://www.kickstarter.com/projects/1960569152/painting-hydra-island-character-and-light-in-water,Steve Pleydell-Pearce
Art,Blue Flatfish,https://www.kickstarter.com/projects/1365003241/adventurous-commuting-experience,emily badescu
Illustration,Drawing a house in the style of a 4-year-old,https://www.kickstarter.com/projects/998954928/house-in-the-style-of-a-4-year-old,Flenix
Art,I Scream Factory exhibition x Hoxton Gallery,https://www.kickstarter.com/projects/736073024/i-scream-factory-exhibition-x-hoxton-gallery,Alexandra Plesner
Art,"A Little Free Library for Stoke Newington, N16",https://www.kickstarter.com/projects/1332488210/a-little-free-library-for-stoke-newington-n16,Little Free Library Project
Art,The 8 Show,https://www.kickstarter.com/projects/247679046/the-8-show,The 8 Show
Art,IDENTITY/MEMORY,https://www.kickstarter.com/projects/1751950675/identity-memory,Gabriela Davies
Art,Tetrahedron,https://www.kickstarter.com/projects/82301410/tetrahedron,Georgina Terry
Textiles,Designer cushions featuring the artwork by Iaysha,https://www.kickstarter.com/projects/2043585590/designer-cushions-featuring-the-artwork-by-iaysha,iaysha-art
Performance Art,Still Walking Festival,https://www.kickstarter.com/projects/stillwalking/still-walking-festival,Ben Waddington
Mixed Media,The CASS Textiles at New Designers 2014,https://www.kickstarter.com/projects/1388329700/the-cass-textiles-at-new-designers-2014,The CASS Textile Designers
Mixed Media,Star Tugs Exhibition,https://www.kickstarter.com/projects/406215527/star-tugs-exhibition,Clearwater Entertainment Limited
Illustration,Disabled Art Project,https://www.kickstarter.com/projects/720407583/disabled-art-project,David Todd Gouck
Digital Art,Flamingo in a puddle,https://www.kickstarter.com/projects/rockdesigns/flamingo-in-a-puddle,Rebecca
Illustration,Wolf Pins // Animal Pins by Darwin Designs,https://www.kickstarter.com/projects/darwindesigns/wolf-pins-animal-pins-by-darwin-designs,Alexandra Jones
Illustration,"Out of the Box Cards - intelligent, playful cards for girls",https://www.kickstarter.com/projects/outoftheboxcards/out-of-the-box-cards-intelligent-playful-cards-for,Out of the Box Cards
Video Art,Ridlaa - Mars Attacks Music Video Showcase & Performance,https://www.kickstarter.com/projects/ridlaa/ridlaa-mars-attacks-showcase,Tom Tyrrell
Illustration,Art Cards - Beautiful Postcards and Greetings Cards,https://www.kickstarter.com/projects/1820385553/art-cards-beautiful-postcards-and-greetings-cards,Sarah Mason
Illustration,Enamel Cat Pins - Artist Series,https://www.kickstarter.com/projects/thecatkiss/artits-cat-pins-hockney-and-kusama,Nia Gould
Mixed Media,Unique ink paintings inspired by beautiful horizons,https://www.kickstarter.com/projects/1529084529/unique-ink-paintings-inspired-by-beautiful-horizon,Rebecca Burford
Illustration,Cool Clients Needed,https://www.kickstarter.com/projects/929154144/cool-clients-needed,dale
Performance Art,"BRITISH INTERVENTION PRESENTS: 'Peace, Love & Solidarity!'",https://www.kickstarter.com/projects/1604368648/british-intervention-presents-peace-love-and-solid,British Intervention
Art,Electrikid Cosplay Calendar!,https://www.kickstarter.com/projects/1583216753/electrikid-cosplay-calendar,Leo AKA Electrikid
Painting,MANDALAS | A Printing Studio to Bring my Work into the World,https://www.kickstarter.com/projects/juliacondon/mandalas-a-printing-studio-to-bring-my-work-into-t,Julia Condon
Art,"Rainbow Ribcage, Skull, & Rose, enamel pins by Clorty Cat",https://www.kickstarter.com/projects/clortycat/rainbow-ribcage-skull-and-rose-enamel-pins-by-clor,Shannon Laing
Painting,Painting Fellowship- Artist's Retreat in Ireland,https://www.kickstarter.com/projects/2085801344/painting-fellowship-artists-retreat-in-ireland,Art Fellowship in Ireland by Karen Mahan
Illustration,Becoming Visionary mini: a prototype handmade I Ching deck,https://www.kickstarter.com/projects/shenpen/becoming-visionary-mini-a-prototype-handmade-i-chi,Shenpen Chökyi (Shen)
Art,༄†hë Zhøuyi Oråçle: box set illuminating the Book of Changes,https://www.kickstarter.com/projects/shenpen/zhuyi-oracle-tiny-ed-of-cameraless-photos-w-glass,Shenpen Chökyi (Shen)
Digital Art,Portraits of the Future,https://www.kickstarter.com/projects/bonniekatewolf/portraits-of-the-future,Bonnie Kate Wolf
Art,Poly Camp 2019,https://www.kickstarter.com/projects/1792875668/poly-camp-2019,Poly Camp
Illustration,"'Introvert' Hermit Crab, enamel pin by Clorty Cat",https://www.kickstarter.com/projects/clortycat/introvert-hermit-crab-enamel-pin-by-clorty-cat,Shannon Laing
Performance Art,Wonderland - An animated woodland extravaganza,https://www.kickstarter.com/projects/75988526/wonderland-an-animated-woodland-extravaganza,Wendy Taylor
Illustration,"'Origaminals', Origami Animals, Enamel Pins by Clorty Cat",https://www.kickstarter.com/projects/clortycat/origaminals-origami-animals-enamel-pins-by-clorty,Shannon Laing
Mixed Media,Gay Occasions,https://www.kickstarter.com/projects/307093866/gay-occasions,Rati0h
Illustration,STEAMBONES WILLIE,https://www.kickstarter.com/projects/willblood/steambones-willie,Will Blood
Public Art,IF: This University Is Free,https://www.kickstarter.com/projects/1271205777/if-this-university-is-free,IF (This University Is Free)
Art,'Swords & Flowers' Enamel pin collection,https://www.kickstarter.com/projects/302452299/swords-and-flowers-enamel-pin-collection,Dakiarts
Video Art,WHO AM I (Moving Portraits),https://www.kickstarter.com/projects/45738233/who-am-i-moving-portraits,polly steele
Digital Art,Commission - Bespoke Portraits,https://www.kickstarter.com/projects/untamedart/commission-bespoke-portraits,Michael Gardner
Illustration,Recycled Eco-Printing Project: Plum Quake Illustrations.,https://www.kickstarter.com/projects/1431839045/recycled-eco-printing-project-plum-quake-illustrat,Rebekah Joy Shirley
Public Art,Lionel Richie's Head | Bestival 2013,https://www.kickstarter.com/projects/daveglass/lionel-richies-head-bestival-2013,Hungry Castle
Performance Art,Invisible Cabaret: a Variety Show about Mental Health,https://www.kickstarter.com/projects/invisiblecabaret/invisible-cabaret-a-variety-show-about-mental-heal,Invisible Cabaret
Illustration,Glow in the Dark hard enamel Skull Bow Tie pin badge,https://www.kickstarter.com/projects/611325563/glow-in-the-dark-hard-enamel-skull-bow-tie-pin-bad,Peter James Maggs
Digital Art,EAIR 2019: EMERGING ARTISTS IN RESIDENCE,https://www.kickstarter.com/projects/eair2019/eair-2019-emerging-artists-in-residence,Tom Milnes
Mixed Media,Exploring the Empty Quarter (Oman) - Photography and Art,https://www.kickstarter.com/projects/789325172/exploring-oman-photography-and-art,clarissa
Art,Our Place with Boomchikkaboom,https://www.kickstarter.com/projects/boomchikkaboom/our-place-with-boomchikkaboom,Faye Kenny
Illustration,£1 - 1 Awesome and Cute Drawing!! and so on!! <3,https://www.kickstarter.com/projects/sultryshadow/1-1-awesome-and-cute-drawing-and-so-on-3,Christine
Art,The ONCA Gallery - One Network for Conservation and The Arts,https://www.kickstarter.com/projects/1322037178/the-onca-gallery-one-network-for-conservation-and,Laura Coleman
Textiles,Cosmic Cowboy,https://www.kickstarter.com/projects/marcodrago/cosmic-cowboy,Marco Drago
Public Art,ArtCube - The world needs more creativity!,https://www.kickstarter.com/projects/1673808661/artcube-be-smart-take-part-make-art,Melissa Sueren
Sculpture,Field to Fork by Jacky Oliver,https://www.kickstarter.com/projects/jackyoliver/fork-to-field-by-jacky-oliver,Jacky Oliver
Illustration,Owl Anatomy Glow in the Dark Hard Enamel Pin,https://www.kickstarter.com/projects/serpentsforge/owl-anatomy-glow-in-the-dark-hard-enamel-pin,Serpent's Forge
Illustration,Acornville High Street Stationery Set!,https://www.kickstarter.com/projects/lilyinspace/acornville-high-street-stationery-set,Lily Clarke
Illustration,Magical Wooden Christmas Tree Charms,https://www.kickstarter.com/projects/loveamberlily/magical-wooden-christmas-tree-charms,Amber
Art,Compass Festival 2018,https://www.kickstarter.com/projects/1992069355/compass-festival-2018,Compass Festival
Illustration,"RAINBOW Wizard Of Oz Enamel Keyring, Necklace & Patch",https://www.kickstarter.com/projects/beepositive/wizard-of-oz-rainbow-keyring,Liz
Illustration,Save The Whales Enamel Pins / 1-Hit Wonder / Darwin Designs,https://www.kickstarter.com/projects/darwindesigns/save-the-whales-enamel-pins-1-hit-wonder,Alexandra Jones
Performance Art,Send Adrienne Truscott's Asking For It! to Edinburgh Fringe!,https://www.kickstarter.com/projects/1508305380/send-adrienne-truscotts-asking-for-it-to-edinburgh,adrienne truscott
Illustration,The Colourful Coat Crew - Enamel Pins and Illustrations,https://www.kickstarter.com/projects/1596131909/the-colourful-coat-crew-enamel-pins-and-illustrati,Jen
Sculpture,Cosmic Balls on tour,https://www.kickstarter.com/projects/malasiamptani/cosmic-balls-on-tour,Mala
Mixed Media,Sexy Orcs Calendar,https://www.kickstarter.com/projects/sexyorcs/sexy-orcs-calendar,Sexy Orcs
Illustration,Kitty Hair / Toe Bean Team Hard Enamel Pin Collection,https://www.kickstarter.com/projects/thelittlepinco/kitty-hair-toe-bean-team-hard-enamel-pin-collection,The Little Pin Co.
Art,Bungo Stray Charms,https://www.kickstarter.com/projects/billacookie/bungo-stray-charms,Rachel
Digital Art,Curious creatures - A Surreal Animal Collection - (Fine art),https://www.kickstarter.com/projects/jamesolley/curious-creatures-a-surreal-animal-collection-fine,James A Olley
Illustration,Geometric Iceberg Illustrations: Original Paintings & Prints,https://www.kickstarter.com/projects/projectcopper/original-limited-edition-geometric-iceberg-paintin,Emily Lucy Browne
Illustration,Translucent Stickers & Rainbow Hot-foiled Prints,https://www.kickstarter.com/projects/abistevens/fantastical-illustrated-stickers-and-rainbow-hot-foiled-prints,Abi Stevens
Illustration,"Make 100: ""Flora and Fauna"" Pin Badges",https://www.kickstarter.com/projects/1820385553/make-100-flora-and-fauna-pin-badges,Sarah Mason
Sculpture,The Male Planar Statue,https://www.kickstarter.com/projects/2000644001/the-male-planar-statue,David Richardson
Illustration,Bakaturtle’s Anime Girls Hard Enamel Pins,https://www.kickstarter.com/projects/bakaturtle/bakaturtles-anime-girls-hard-enamel-pins,BakaTurtle
Illustration,"""Werewolves Are People Too!"" Zine",https://www.kickstarter.com/projects/611325563/werewolves-are-people-too-zine,Peter James Maggs
Illustration,Skull & Heart: The Colour Series Book,https://www.kickstarter.com/projects/skullandheart/skull-and-heart-the-colour-series-book,Skull & Heart
Digital Art,Positive mental health enamel pin -happy pills -end stigma,https://www.kickstarter.com/projects/leiacreations/positive-mental-health-enamel-pin-happy-pills-end,Leia
Digital Art,Retro Gaming Postcards,https://www.kickstarter.com/projects/rcadeglasgow/retro-gaming-postcards,R-CADE
Illustration,Bokkel Make 100 Magazine,https://www.kickstarter.com/projects/eiyiart/bokkel-make-100-magazine,eiyia
Art,3dtotal's Anatomical Collection: Female Figure,https://www.kickstarter.com/projects/1794375019/3dtotals-anatomical-collection-female-figure,3DTotal Games
Mixed Media,Daisy Ato: Frog with a Pearl Earring Art Prints,https://www.kickstarter.com/projects/daisyato/daisy-ato-frog-with-a-pearl-earring-art-prints,Maisy Banks (Daisy Ato)
Art,CraftyCooke British Biscuits Enamel Pins and Patches,https://www.kickstarter.com/projects/craftycooke/craftycooke-british-biscuit-pins-and-patches,CraftyCooke
Mixed Media,Thirteen Secrets ~ woven artistry by Dorrie Joy,https://www.kickstarter.com/projects/dorriejoy/thirteen-secrets-woven-artistry-by-dorrie-joy,Dorrie Joy
Illustration,Whimsical Washi Tape Collection by Ellis Woolley,https://www.kickstarter.com/projects/ejw/whimsical-washi-tape-collection-by-ellis-woolley,Ellis Woolley
Video Art,"Hey Siri, how to set up a drug business?",https://www.kickstarter.com/projects/heysiri/hey-siri-how-to-set-up-a-drug-business,Gabrielė Vaicekauskaitė
Illustration,JUST THE TIP: The Male Adult Colouring Book from Fill Me In,https://www.kickstarter.com/projects/1263183805/just-the-tip-the-male-adult-colouring-book-from-fi,Sarah McDonnell
Art,Magical Girl Gaming Controller Enamel Pins!,https://www.kickstarter.com/projects/illustratorjake/sailor-moon-gaming-controller-enamel-pins,Jake Davies
