Category,Project Name,Project Link,Creator
Conceptual Art,...and then three come along at once.,https://www.kickstarter.com/projects/2028413663/and-then-three-come-along-at-once,Peter Driver
Public Art,The Prefab Museum,https://www.kickstarter.com/projects/1413215915/the-prefab-museum,Elisabeth Blanchet
Painting,Ouida Paints London,https://www.kickstarter.com/projects/ouidapaintslondon/ouida-paints-london,Ouida Touchon
Art,"University of Kent, Fine Art Degree Show 2015",https://www.kickstarter.com/projects/2005820399/university-of-kent-fine-art-degree-show-2015,Fine Art Kent 2015
Art,Gunpla Building and Sharing,https://www.kickstarter.com/projects/1262931898/gunpla-building-and-sharing,Borlordam
Art,"Sridevi - A Bollywood Mural in Belgrave, Leicester (tribute)",https://www.kickstarter.com/projects/anandbhatt/sridevi-a-bollywood-mural-in-belgrave-leicester-tr,Anand Bhatt
Art,Project U-Neek,https://www.kickstarter.com/projects/1304031707/project-u-neek,Alexandria Robinson-Sutherland
Public Art,The Wall:  London's Most Public Gallery,https://www.kickstarter.com/projects/1656940722/the-wall-londons-most-public-gallery,Auro Foxcroft
Public Art,Car Park Show,https://www.kickstarter.com/projects/carparkshow/car-park-show,Car Park Show
Performance Art,Letchworth Street Fest 2013,https://www.kickstarter.com/projects/1347602690/letchworth-street-fest-2013,Love Letchworth
Painting,Cards with Character by Junction 86,https://www.kickstarter.com/projects/junction86/cards-with-character-by-junction-86,Jennifer
Illustration,Animated Incorporated - Alternative Comic Book Drawings,https://www.kickstarter.com/projects/alternativeheroes/animated-incorporated-alternative-comic-book-drawi,Animated Incorporated
Performance Art,Community Circus Teacher Training - Help Change Lives!,https://www.kickstarter.com/projects/804882710/community-circus-teacher-training-help-change-live,Phyllis Martin
Illustration,Lil3birdy : Featuring at Pulse 2014,https://www.kickstarter.com/projects/261711324/lil3birdy-featuring-at-pulse-2014,Clare Shields
Digital Art,Threshold; Forgotten Futures,https://www.kickstarter.com/projects/kaioliver/threshold-forgotten-futures,Kai McGilligan Oliver
Art,Ephemeron: A Critique of Artists as Curators in Practice,https://www.kickstarter.com/projects/1487905462/ephemeron-a-critique-of-artists-as-curators-in-pra,Six Empty Chairs
Performance Art,"JULIA, a modern fairy tale - SHOWCASE",https://www.kickstarter.com/projects/1299408891/julia-a-modern-fairy-tale-showcase,Constructive Interference
Art,Rammed Earth Elephants,https://www.kickstarter.com/projects/2102221926/rammed-earth-elephants,Dominic Snow
Sculpture,The Shed Is On Fire / Die Hütte Brennt,https://www.kickstarter.com/projects/1781300533/the-shed-is-on-fire-die-hutte-brennt,Katrin Albrecht
Art,Six Degrees of Something,https://www.kickstarter.com/projects/1830682314/reading-college-end-of-year-degree-show,Leanna
Public Art,Literary Kitchen Festival,https://www.kickstarter.com/projects/761303669/literary-kitchen-festival,Literary Kitchen
Painting,GSA Painting and Printmaking Catalogue Fund,https://www.kickstarter.com/projects/1758155470/gsa-painting-and-printmaking-catalogue-fund,4th Year Painting and Printmaking
Art,Penumbra: VERB's debut exhibition at A.P.T Gallery,https://www.kickstarter.com/projects/1008522557/penumbra-verbs-debut-exhibition-at-apt-gallery,VERB
Art,The Wonders of Modern Alchemy,https://www.kickstarter.com/projects/472151142/the-wonders-of-modern-alchemy,Economy Artbiscuit
Art,NewBridge Off-Site,https://www.kickstarter.com/projects/530706109/newbridge-off-site,Laura Cresser
Art,Walk-Through,https://www.kickstarter.com/projects/1078130915/walk-through,Redmond Entwistle
Painting,My Solo London Art Exhibition/Pop-up Gallery! Elgin Ave. W9,https://www.kickstarter.com/projects/229409466/my-solo-london-art-exhibition-pop-up-gallery-elgin,David Swales
Painting,Unique one off original paintings and drawings,https://www.kickstarter.com/projects/70470478/unique-one-off-original-paintings-and-drawings,James Martin
Art,Two Little Bees,https://www.kickstarter.com/projects/1004150639/two-little-bees,Becky Blacow
Public Art,Absence of Identity,https://www.kickstarter.com/projects/666475542/absence-in-identity,UoN Fine Art Students.
Conceptual Art,Sonic Room,https://www.kickstarter.com/projects/1741955656/sonic-room,Lee Mc Donald
Painting,Part #2 Chaos in Flux. Paintings by Joseph Coupland Hartley,https://www.kickstarter.com/projects/1539156308/part-2-chaos-in-flux-paintings-by-joseph-coupland,Joseph Coupland Hartley
Illustration,Artist Beer Visions (ABV),https://www.kickstarter.com/projects/3rdrailpresents/artist-beer-visions,3rd Rail
Installations,Baptised by Blood: London,https://www.kickstarter.com/projects/caseymackenzie/baptised-by-blood-london,Casey MacKenzie Johnson
Public Art,Volunteers' Week Exhibition,https://www.kickstarter.com/projects/1862654457/volunteers-week-exhibition,ArtAnonMcr
Painting,Iconic/Inspirational Figures - Urban Paintings,https://www.kickstarter.com/projects/1054467808/iconic-inspirational-figures-urban-paintings,L Preston
Ceramics,Bekky May Ceramics at New Designers – ‘One Year In’,https://www.kickstarter.com/projects/1168548628/bekky-may-ceramics-at-new-designers-one-year-in,Bekky May
Mixed Media,MASH - EXHIBITION - SHEFFIELD,https://www.kickstarter.com/projects/1041276067/mash-exhibition-sheffield,MASH - EXHIBITION - SHEFFIELD
Mixed Media,Art Exhibition,https://www.kickstarter.com/projects/nikmorgan/art-exhibition-1,nikkita morgan
Public Art,Public Art Installation promoting well-being in Health.,https://www.kickstarter.com/projects/senezio/public-art-installation-in-health-project,David Anthony Hall
Art,Bee Hawks Sticker and Acrylic charm,https://www.kickstarter.com/projects/rosemagpiecosplay/bee-hawks-sticker-and-acrylic-charm,Rose
Illustration,A Digital Guide to Nueve Estrella,https://www.kickstarter.com/projects/739131116/a-digital-guide-to-nueve-estrella,Jessica Graves
Ceramics,Translucent porcelain and candles,https://www.kickstarter.com/projects/abalonuk/translucent-porcelain-and-candles,ana
Illustration,"1000bpm, hummingbird fine art print, Ltd edition of 100",https://www.kickstarter.com/projects/carnegriffiths/one-thousand-beats-per-minute-ltd-edition-hummingbird-print,Carne Griffiths
Art,Glittery Isabelle ramen enamel pins,https://www.kickstarter.com/projects/cattysaffy/glittery-isabelle-ramen-enamel-pins,CattySaffy
Art,The Urgent Adventures of Greta,https://www.kickstarter.com/projects/slug-industries/the-urgent-adventures-of-greta,Philip Page
Illustration,The perfect Christmas gift! Robin scarf created from art.,https://www.kickstarter.com/projects/rebeccachristian/the-perfect-christmas-gift-robin-scarf-created-fro,Rebecca Christian
Art,Icebergs of Ilulissat: Arctic Art Residency,https://www.kickstarter.com/projects/lovegreenland/icebergs-of-ilulissat-arctic-art-residency,Nancy Campbell
Art,CSM Fine Art Degree Show 2015,https://www.kickstarter.com/projects/1773048352/csm-fine-art-degree-show-2015,CSM DEGREE SHOW 15
Performance Art,Human Bowl: live performance art,https://www.kickstarter.com/projects/401775783/human-bowl-live-performance-art,Alex Walker
Performance Art,Invisible Wind Factory - Creation of a spectacular live show,https://www.kickstarter.com/projects/160891281/invisible-wind-factory-creation-of-a-spectacular-l,Invisible Wind Factory
Art,Demarcation,https://www.kickstarter.com/projects/68523392/demarcation,Peter J Scott
Public Art,keep the riverside geese flying,https://www.kickstarter.com/projects/1922931030/keep-the-riverside-geese-flying,sarah filmer
Art,Crypt Gallery Exhibition London,https://www.kickstarter.com/projects/1178516504/crypt-gallery-exhibition-london-0,Hannah Melvin
Public Art,Haptik Creative Studio & Gallery Space,https://www.kickstarter.com/projects/1429167168/haptik-creative-studio-and-gallery-space,Rachel & Johnny McBride
Performance Art,Elvis Legs (quarantine mix),https://www.kickstarter.com/projects/hands-in-glove/elvis-legs-quarantine-mix,Lea Anderson
Performance Art,VIAPERFORMANCE. More Art. More Work. More Awesome!,https://www.kickstarter.com/projects/1069859720/viaperformance-more-art-more-work-more-awesome,Kiran Tanna
Art,statement house (temporary title),https://www.kickstarter.com/projects/1472364995/statement-house-temporary-title,MA Curating Contemporary Art students
Installations,Installation supporting my Autobiography,https://www.kickstarter.com/projects/1450224277/installation-supporting-my-autobiography,Deborah Hodge  / Cexily Baker
Art,Grinning Soul: An art exhibition by K G S French & Joe Shaw,https://www.kickstarter.com/projects/1718654239/grinning-soul-an-art-exhibition-by-k-g-s-french-an,Sam Van Coillie
Art,HA HA Gallery's May - July 2015 Programme,https://www.kickstarter.com/projects/hahagallery/ha-ha-gallerys-may-july-2015-programme,Ha Ha Gallery
Painting,Kim's Celtic Art,https://www.kickstarter.com/projects/311287019/kims-celtic-art,Kim Anne Nisbet
Art,Art Of Matter : Special Blend,https://www.kickstarter.com/projects/58920418/art-of-matter-special-blend,Art of Matter
Installations,Huddersfield Photo exhibition show,https://www.kickstarter.com/projects/1684067431/huddersfield-photo-exhibition-show,Stuart manks
Art,Limited Edition Contemporary Artworks,https://www.kickstarter.com/projects/22c/limited-edition-contemporary-artworks,22collectiv
Art,Woolwich Contemporary Print Fair,https://www.kickstarter.com/projects/444748069/woolwich-contemporary-print-fair,Brocket Gallery
Installations,Installation supporting my Autobiography,https://www.kickstarter.com/projects/1450224277/installation-supporting-my-autobiography,Deborah Hodge  / Cexily Baker
Art,Grinning Soul: An art exhibition by K G S French & Joe Shaw,https://www.kickstarter.com/projects/1718654239/grinning-soul-an-art-exhibition-by-k-g-s-french-an,Sam Van Coillie
Art,HA HA Gallery's May - July 2015 Programme,https://www.kickstarter.com/projects/hahagallery/ha-ha-gallerys-may-july-2015-programme,Ha Ha Gallery
Performance Art,FATLiP Adversity Council: Help Us Get LBS To The Yard!,https://www.kickstarter.com/projects/106733674/fatlip-adversity-council-help-us-get-lbs-to-the-ya,FATLiP aka FATLiPBMYTHICAL
Art,Happy In My Skin Calendar 2015,https://www.kickstarter.com/projects/766163963/happy-in-my-skin-calendar-2015,Hazel Anderson
Art,Saltaire Stories: Come to the Conversazione!,https://www.kickstarter.com/projects/1354213820/saltaire-stories-come-to-the-conversazione,the World Heritage Weekend working group
Public Art,Belper Teenagers Enlisted During WWI,https://www.kickstarter.com/projects/1473641960/belper-teenagers-enlisted-during-wwi,Andy Mayers
Illustration,CPS art Kickstarter,https://www.kickstarter.com/projects/stickersbycps/cps-art-kickstarter,Callum Shurmer
Performance Art,Help Miss Behave + 37 kiddies make art. Performance art.,https://www.kickstarter.com/projects/1646733541/help-miss-behave-37-kiddies-make-art-performance-a,Miss Behave
Art,Limited Edition Contemporary Artworks,https://www.kickstarter.com/projects/22c/limited-edition-contemporary-artworks,22collectiv
Painting,Kim's Celtic Art,https://www.kickstarter.com/projects/311287019/kims-celtic-art,Kim Anne Nisbet
Installations,Huddersfield Photo exhibition show,https://www.kickstarter.com/projects/1684067431/huddersfield-photo-exhibition-show,Stuart manks
Performance Art,VIAPERFORMANCE. More Art. More Work. More Awesome!,https://www.kickstarter.com/projects/1069859720/viaperformance-more-art-more-work-more-awesome,Kiran Tanna
Art,statement house (temporary title),https://www.kickstarter.com/projects/1472364995/statement-house-temporary-title,MA Curating Contemporary Art students
Illustration,"Oh, the Horror Vol.2",https://www.kickstarter.com/projects/ohthehorrorvol2/oh-the-horror-vol2,Daniel Clough
Art,Richard Wathen MOSTYN solo show Book,https://www.kickstarter.com/projects/richardwathen/richard-wathen-mostyn-solo-show-book,Richard Wathen
Art,Books we All Need,https://www.kickstarter.com/projects/1111318456/books-we-all-need,Alarm Eighteen
Conceptual Art,A Dictionary Story - Art book,https://www.kickstarter.com/projects/1360225971/a-dictionary-story-art-book,w_sam
Public Art,RED HOT - A FILM AND PHOTOGRAPHY EXHIBITION,https://www.kickstarter.com/projects/redhotexhibition/red-hot-a-film-and-photography-exhibition,Thomas Knights
Illustration,Visual Thoughts no. IV,https://www.kickstarter.com/projects/anjauhren/visual-thoughts-no-iv,Anja Uhren
Illustration,Eight Inches And Thick,https://www.kickstarter.com/projects/8inches/eight-inches-and-thick,Sam Wingate
Art,The Journal Club (Monthly Art Journaling Subscription!),https://www.kickstarter.com/projects/kiacreates/the-journal-club-monthly-art-journaling-subscription,Kia Marie Hunt
Illustration,Punny animal butt enamel pins. Never look back part 3!,https://www.kickstarter.com/projects/innaboxdesign/punny-animal-butt-enamel-pins-never-look-back-part,Nicola Box
Public Art,RED HOT - A FILM AND PHOTOGRAPHY EXHIBITION,https://www.kickstarter.com/projects/redhotexhibition/red-hot-a-film-and-photography-exhibition,Thomas Knights
Art,Twofold,https://www.kickstarter.com/projects/459284830/twofold,Brighton Graphic Design and Illustration
Digital Art,Voyager 4000 - Projects of Earth,https://www.kickstarter.com/projects/bryngjones/voyager-4000-projects-of-earth,Bryn G Jones
Art,Gilles Enamel Pin Club Vault 2018,https://www.kickstarter.com/projects/gillesbone/gilles-enamel-pin-club-vault-2018,Gilles Bone
Digital Art,Limited Edition Super Steven & Pink Steven Hard Enamel Pins,https://www.kickstarter.com/projects/gillesbone/limited-edition-super-steven-and-pink-steven-hard,Gilles Bone
Art,Bunny Friends acrylic charms,https://www.kickstarter.com/projects/wagn/bunny-friends-acrylic-charms,L Hulbert
Video Art,Another Day in '98 - A Short Film,https://www.kickstarter.com/projects/anotherdayin98film/another-day-in-98-film,Another Day in '98
Illustration,Amphibian Stickers by Marco Meredith Doodles,https://www.kickstarter.com/projects/marcomeredithdoodles/amphibian-stickers-by-marco-meredith-doodles,Marco Meredith Doodles
Art,Alexander Miles: The Grand Return,https://www.kickstarter.com/projects/alexandermiles/alexander-miles-the-grand-return,Alexander Miles
Art,Murder ! Crow drawing art exhibition.,https://www.kickstarter.com/projects/drawingindark/murder-crow-drawing-art-exhibition,Karen Ruffles
Illustration,CLAIRE CARES,https://www.kickstarter.com/projects/clairespot/claire-cares,Chiara Portinari
Illustration,Now That's What I Call Pugs!,https://www.kickstarter.com/projects/sallyshinystars/now-thats-what-i-call-pugs,Sally-Anne Hickman
Installations,For our Tomorrow,https://www.kickstarter.com/projects/pythia/for-our-tomorrow,Studio Pythia
Art,Eeeveelutions Sweaters and Pins by IllustratorJake,https://www.kickstarter.com/projects/illustratorjake/eeeveelutions-and-original-art-sweaters-by-illustr,Jake Davies
Illustration,Creepy Kitties - An Enamel Pin Set,https://www.kickstarter.com/projects/1925889414/creepy-kitties-an-enamel-pin-set,Maybels Art
Illustration,Mal Made 'People' Giclée Print,https://www.kickstarter.com/projects/malmade/mal-made-people-giclee-print,Mal Fisher
Art,BTS Persona Love Letter Hard Enamel Pin,https://www.kickstarter.com/projects/mochiandmoon/bts-persona-love-letter-hard-enamel-pin,Mochiandmoon
Public Art,Hubb حب (Love) Public Art Structure @ London Design Festival,https://www.kickstarter.com/projects/awma/hubb-love-public-art-structure-london-design-festi,AWMA
Illustration,Squirrel Pins // Animal Pins by Darwin Designs,https://www.kickstarter.com/projects/darwindesigns/squirrel-pins-animal-pins-by-darwin-designs,Alexandra Jones
Art,Pikachu x Ketchup: Pokemon Enamel Pin,https://www.kickstarter.com/projects/kyahri/pikachu-x-ketchup-pokemon-enamel-pin,Kyahri
Textiles,Onome Otite's Art Textile Exhibitions (Vibrant Collages),https://www.kickstarter.com/projects/1182287318/art-textiles-exhibition,ONOME OTITE
Mixed Media,Hush Hush : Conversations with Myself - Exhibition,https://www.kickstarter.com/projects/1279625547/hush-hush-conversations-with-myself-exhibition,Concrete Assembly
Art,Colour in Camberwell - 25th Anniversary Colouring Book,https://www.kickstarter.com/projects/466140253/colour-in-camberwell-25th-anniversary-colouring-bo,Camberwell Arts
Art,Guy Cry Club: A Creative Dialogue on Mental Health,https://www.kickstarter.com/projects/abitofquirk/guy-cry-club-a-creative-dialogue-on-mental-health,Ben Driver
Art,Feminisms x The Arab and Muslim Diaspora,https://www.kickstarter.com/projects/1248339799/feminisms-x-the-arab-and-muslim-diaspora,Feminisms x The Arab and Muslim Diaspora
Illustration,Reach for the Stars Enamel Pin,https://www.kickstarter.com/projects/delliesdesigns/reach-for-the-stars-enamel-pin,Adele Stocker
Illustration,Cats in Space! Space Cat hard enamel pin badge!,https://www.kickstarter.com/projects/birdhouse-press/space-tacular-spacecat-hard-enamel-pin-badge,Rachel Barker-Jones
Art,My Little (Pet) Pony,https://www.kickstarter.com/projects/banoodle/my-little-pet-pony,BaNoodle
Mixed Media,SOUNDS OF LONDON,https://www.kickstarter.com/projects/1643542820/sounds-of-london,Lara Ricca
Mixed Media,Sexy Orcs Calendar: 2021,https://www.kickstarter.com/projects/sexyorcs/sexy-orcs-calendar-2021,Sexy Orcs
Illustration,Retro Rocket ice lolly soft enamel pin badge,https://www.kickstarter.com/projects/birdhouse-press/1-hit-wonder-retro-ice-lolly-soft-enamel-pin-badge,Rachel Barker-Jones
Art,Ghibli foxes & friends enamel pin badges,https://www.kickstarter.com/projects/psbrooks/ghibli-foxes-and-friends,Patrick Brooks
Illustration,Shenzhou: A Fanbook Inspired By Star Trek Discovery,https://www.kickstarter.com/projects/engingerboom/star-trek-shenzhou-a-star-trek-discovery-fanbook,En Gingerboom
Art,"'Stargazer' Cat, Enamel Pin by Clorty Cat",https://www.kickstarter.com/projects/clortycat/stargazer-cat-enamel-pin-by-clorty-cat,Shannon Laing
Illustration,Make 100: Ltd Ed foiled mini prints - 'Just out of Reach',https://www.kickstarter.com/projects/carnegriffiths/make-100-ltd-ed-foiled-mini-prints-just-out-of-reach,Carne Griffiths
Illustration,Cute Kawaii Bird Acrylic Keyrings / Charms,https://www.kickstarter.com/projects/birdhouse-press/cute-kawaii-bird-acrylic-keyrings-charms,Rachel Barker-Jones
Illustration,Prideballs - Acrylic Pins,https://www.kickstarter.com/projects/1158445160/prideballs-acrylic-pins,Dominique
Illustration,Tarot of the Gods,https://www.kickstarter.com/projects/yourvillagecards/tarot-of-the-gods,Andrew J.T.
Art,Poké Switch Dangling Enamel Pins! Eeveelutions and more!,https://www.kickstarter.com/projects/illustratorjake/poke-switch-dangling-enamel-pins,Jake Davies
Art,Bones and Gardens - enamel pins set -,https://www.kickstarter.com/projects/bonesandgardens/bones-and-gardens-enamel-pins-set,victoria
Illustration,Celestial Moth Hard Enamel Pin,https://www.kickstarter.com/projects/pardonmytone/celestial-moth-hard-enamel-pin,Anita
Art,Make 100 Limited Edition Prints.,https://www.kickstarter.com/projects/vanessalawrence/make-100-limited-edition-prints,Vanessa Lawrence
Illustration,The Office Enamel Pin Collection,https://www.kickstarter.com/projects/dorkface/the-office-enamel-pin-collection-0,Dorkface
Ceramics,Help us bring clay to life! Handmade ceramics.,https://www.kickstarter.com/projects/bringclaytolife/help-us-bring-clay-to-life,Miczka Art Studio
Art,Sketch with Asia,https://www.kickstarter.com/projects/1906838062/sketch-with-asia,3dtotal Publishing
Illustration,The Last Forest: Crafting a Tale,https://www.kickstarter.com/projects/1377630401/the-last-forest-crafting-a-tale,Joe S
Art,Vintage Paws ♥ An Enamel Pin Collection,https://www.kickstarter.com/projects/highlandbilby/vintage-paws-an-enamel-pin-collection,Emma Bilby Grey
Art,The Ultimate Hunt,https://www.kickstarter.com/projects/harpys/the-ultimate-hunt,Lauren Challenor
Art,"'Stargazer' Cat, Enamel Pin by Clorty Cat",https://www.kickstarter.com/projects/clortycat/stargazer-cat-enamel-pin-by-clorty-cat,Shannon Laing
Illustration,Shenzhou: A Fanbook Inspired By Star Trek Discovery,https://www.kickstarter.com/projects/engingerboom/star-trek-shenzhou-a-star-trek-discovery-fanbook,En Gingerboom
Art,Ghibli foxes & friends enamel pin badges,https://www.kickstarter.com/projects/psbrooks/ghibli-foxes-and-friends,Patrick Brooks
Illustration,Tarot of the Gods,https://www.kickstarter.com/projects/yourvillagecards/tarot-of-the-gods,Andrew J.T.
Art,Bones and Gardens - enamel pins set -,https://www.kickstarter.com/projects/bonesandgardens/bones-and-gardens-enamel-pins-set,victoria
Art,Poké Switch Dangling Enamel Pins! Eeveelutions and more!,https://www.kickstarter.com/projects/illustratorjake/poke-switch-dangling-enamel-pins,Jake Davies
Art,Make 100 Limited Edition Prints.,https://www.kickstarter.com/projects/vanessalawrence/make-100-limited-edition-prints,Vanessa Lawrence
Illustration,The Office Enamel Pin Collection,https://www.kickstarter.com/projects/dorkface/the-office-enamel-pin-collection-0,Dorkface
Illustration,Celestial Moth Hard Enamel Pin,https://www.kickstarter.com/projects/pardonmytone/celestial-moth-hard-enamel-pin,Anita
Art,Sketch with Asia,https://www.kickstarter.com/projects/1906838062/sketch-with-asia,3dtotal Publishing
Ceramics,Help us bring clay to life! Handmade ceramics.,https://www.kickstarter.com/projects/bringclaytolife/help-us-bring-clay-to-life,Miczka Art Studio
Illustration,The Last Forest: Crafting a Tale,https://www.kickstarter.com/projects/1377630401/the-last-forest-crafting-a-tale,Joe S
Illustration,Anne of Green Gables Tarot Deck,https://www.kickstarter.com/projects/anneofgg-tarot/anne-of-green-gables-tarot-deck,@adisorderedmind_zines
Illustration,Cozy Days: The Art of Iraville,https://www.kickstarter.com/projects/1906838062/cozy-days-the-art-of-iraville,3dtotal Publishing
Art,Paper plane hard enamel pin,https://www.kickstarter.com/projects/ehmahh/paper-plane-hard-enamel-pin,Emma Pierce
Public Art,WONDER at Malmesbury Abbey - Mesmerising Moving Sculpture,https://www.kickstarter.com/projects/millionmilelight/wonder-at-malmesbury-abbey-mesmerising-moving-sculpture,Tom Lawton
Illustration,Power Symbols Oracle Card Deck by Ros Place,https://www.kickstarter.com/projects/rosplace/power-symbols-oracle-card-deck-by-ros-place,Ros Place
Art,Attack on Titan Shifter Enamel Pins Volume 2!,https://www.kickstarter.com/projects/shifterpins/attack-on-titan-shifter-enamel-pins-volume-2,Cameron
Illustration,Cute Washi Tapes! NEW STRETCH GOALS ADDED!,https://www.kickstarter.com/projects/atosaccessories/cute-washi-tapes,ATOS
Illustration,Gothic-Victorian Inspired Enamel Pin Trio by Coeur Noir Co,https://www.kickstarter.com/projects/kgjxx/gothic-victorian-inspired-enamel-pin-duo-by-coeur-noir-co,Kayleigh Giles-Johnson
Art,forest of precious twigs oracle deck,https://www.kickstarter.com/projects/1599083193/forest-of-precious-twigs-oracle-deck,Tricia Murray
Mixed Media,Plastic Free Seas: Make /100 Marine Themed Gifts,https://www.kickstarter.com/projects/plasticfreeseas/plastic-free-seas-make-100-marine-themed-gifts,Jess Smith
Digital Art,Silverpasta's Make 100 Eco-Friendly Wildlife Art Prints,https://www.kickstarter.com/projects/plasticfreeseas/silverpastas-make-100-eco-friendly-wildlife-art-prints,Jess Smith
Illustration,Guweiz: The Art of Gu Zheng Wei,https://www.kickstarter.com/projects/1906838062/guweiz-the-art-of-gu-zheng-wei,3dtotal Publishing
Illustration,Guweiz: The Art of Gu Zheng Wei,https://www.kickstarter.com/projects/1906838062/guweiz-the-art-of-gu-zheng-wei,3dtotal Publishing
Painting,The Stars are Bright - The Book!,https://www.kickstarter.com/projects/tsab/tsab,Miguel Esteban
Illustration,Queer Lenormand Oracle Deck,https://www.kickstarter.com/projects/queerlenormand/queer-lenormand,Mariana Andrade
Art,The Groundskeepers Pet Pals,https://www.kickstarter.com/projects/1637203581/the-groundskeepers-pet-pals,Micky spencer
Painting,SPRAY - The Everlasting Artist Eco Spray Paint System,https://www.kickstarter.com/projects/culturehustle/spray-the-everlasting-artist-eco-spray-paint-system,Stuart Semple
Illustration,The Veleda Woods Tarot Deck,https://www.kickstarter.com/projects/veledaoracle1/the-veleda-woods-tarot-deck,Betty Skeet
Painting,Henry Ward - Shed Paintings 2020,https://www.kickstarter.com/projects/shedpaintings/henry-ward-shed-paintings-2020,Henry Ward
Illustration,"The Bright Future Tarot Cards, the easy way to learn tarot",https://www.kickstarter.com/projects/saskialeepsychic/the-bright-future-tarot-cards-the-easy-way-to-learn-tarot,Saskia Lee Psychic
Art,"Hard enamel angel rat rainbow bridge pin, In memory of Gibbs",https://www.kickstarter.com/projects/tinypawsart/hard-enamel-angel-rat-rainbow-bridge-pin-in-memory-of-gibbs,Steph Toogood
Illustration,Azure Depths A Mermaid Colouring Book,https://www.kickstarter.com/projects/ellenstration/azure-depths-a-mermaid-colouring-book,Ellenstration
Illustration,BTS Rkive A6 memo pad / note pad and wooden pin,https://www.kickstarter.com/projects/bbangjipstudio/bts-rkive-a6-memo-pad-note-pad-and-wooden-pin,Bbangjip Studio
Illustration,Dragon Enamel Pins,https://www.kickstarter.com/projects/catdoesdoodles/dragon-enamel-pins,Cat
Illustration,Personalised Portrait Mugs by Bronte Laura Illustration,https://www.kickstarter.com/projects/724232796/personalised-portrait-mugs-by-bronte-laura-illustration,Bronte
Illustration,Dragon Enamel Pins,https://www.kickstarter.com/projects/catdoesdoodles/dragon-enamel-pins,Cat
Illustration,Hamilton Enamel Pins,https://www.kickstarter.com/projects/ehmahh/hamilton-enamel-pins,Emma Pierce
Mixed Media,Steampunk Renaissance,https://www.kickstarter.com/projects/243605780/steampunk-renaissance,Robin Helton
Art,The Wondrous River.,https://www.kickstarter.com/projects/920867723/the-wondrous-river,Samantha Nicholson (Also known as Maud!)
Public Art,Lȗz - A Secret Garden Party / Burning Man 2013 Installation,https://www.kickstarter.com/projects/1044480902/luz-a-secret-garden-party-2013-art-installation,Les Méchants
Public Art,New Urban Voices,https://www.kickstarter.com/projects/1399773396/new-urban-voices,Owen Cook
Painting,Bleeding Artwork for Exhibition,https://www.kickstarter.com/projects/416340191/bleeding-artwork-for-exhibition,Joni Belaruski
Art,Shades of Colour,https://www.kickstarter.com/projects/1127403345/shades-of-colour,KnitterKnitKnitKnit
Art,The Future Of BrainWhisk,https://www.kickstarter.com/projects/1392345756/the-future-of-brainwhisk,Nathan Butcher
Mixed Media,_Matters Degree Show 2014,https://www.kickstarter.com/projects/2131257897/matters-degree-show-2014,Leeds Fine Art Final Year Students
Art,"A Little Free Library for Leytonstone, London E11",https://www.kickstarter.com/projects/1332488210/a-little-free-library-for-leytonstone-london-e11,Little Free Library Project
Art,Tarot Cards Major Arcana :  The Magician,https://www.kickstarter.com/projects/1993445682/tarot-cards-major-arcana-the-magician,John Ewen
Art,The Psychotropic House,https://www.kickstarter.com/projects/1919476972/the-psychotropic-house,XAP - Cross Arts Projects
Performance Art,The escapology water tank is leaking!,https://www.kickstarter.com/projects/24237134/the-escapology-water-tank-is-leaking,Les Amis d'Onno
Illustration,Doll Face - Gift Wrap,https://www.kickstarter.com/projects/1663163175/doll-face-gift-wrap,Tulu Draws
Art,Shave my head to raise for Solent Fine Art Degree Show 2014,https://www.kickstarter.com/projects/1920938371/shave-my-head-to-raise-for-solent-fine-art-degree,Libby Russell
Mixed Media,'Pelo Malo' Art Exhibit,https://www.kickstarter.com/projects/1925633695/pelo-malo-solo-exhibit,Jennifer Kaplan-Ortiz
Painting,Help fund the BA Fine Art Painting degree show catalogue,https://www.kickstarter.com/projects/2147358000/help-fund-the-ba-fine-art-painting-degree-show-cat,Fine Art Painting students
Public Art,"Creating 'The Rabbit Hole E15' for space to meet, eat, be",https://www.kickstarter.com/projects/1738970817/creating-the-rabbit-hole-e15-for-space-to-meet-eat,Mrs Nicci Yarnold
Art,Hell Bent for Bristol,https://www.kickstarter.com/projects/1246730872/hell-bent-for-bristol,Roni Gross
Art,Cards for Smiles,https://www.kickstarter.com/projects/388682906/cards-for-smiles,Kate
Illustration,BCU Illustration Show,https://www.kickstarter.com/projects/geeniejay/bcu-illustration-show,Georgina Jones
Ceramics,Buy a Pottery Wheel,https://www.kickstarter.com/projects/1272575248/buy-a-pottery-wheel,Emily Brown
Digital Art,Encore: Art Exhibition,https://www.kickstarter.com/projects/1906333785/encore-art-exhibition,Encore
Art,Gaol Exhibition,https://www.kickstarter.com/projects/1191277478/gaol-exhibition,GAOL
Installations,Synthetic Sunshine: A Pilgrimage to the Callanish Stones,https://www.kickstarter.com/projects/scottygorham/synthetic-sunshine-a-pilgrimage-to-the-callanish-s,Scotty Gorham
Painting,Help me make a catalogue,https://www.kickstarter.com/projects/754222512/help-me-make-a-catalogue,Oliver Bedeman
Textiles,Cardiff Metropolitan Textiles Degree Show 2015,https://www.kickstarter.com/projects/573488581/cardiff-metropolitan-textiles-degree-show-2015,CSAD Textiles 2015
